DataSet,Title,Organism,Platform,Series,samples
GDS1073,Heat shock transcription factor 1 mutant response to heat stress,Saccharomyces cerevisiae,GPL205,GSE2103,4
GDS1033,fhl1 and ifh1 deletion mutants,Saccharomyces cerevisiae,GPL90,GSE2096,6
GDS1027,Sulfur mustard effect on lungs: dose response and time course,Rattus norvegicus,GPL341,GSE1888,154
GDS1103,leu3 mutant expression profiles,Saccharomyces cerevisiae,GPL90,GSE2076,12
GDS997,Transcription factor CHOP null mutation effect on fibroblasts subjected to ER stress: time course,Mus musculus,GPL81,GSE2082,24
GDS1039,Adenylate cyclase activator forskolin effect on pheochromocytoma cell line (RAE230B),Rattus norvegicus,GPL342,GSE2071,4
GDS1038,Adenylate cyclase activator forskolin effect on pheochromocytoma cell line (RAE230A),Rattus norvegicus,GPL341,GSE2071,4
GDS2239,Hepatitis C virus core protein effect on hepatocyte cell line,Homo sapiens,GPL96,GSE2067,6
GDS1037,Embryonic lung side population CD45+ and CD45- cell comparison,Mus musculus,GPL339,GSE2057,14
GDS1030,IL-21 and IL-15 synergistic effect on naïve CD8+ T cells,Mus musculus,GPL339,GSE2059,20
GDS2996,Dystrophin deficiency effect on cardiac muscles: time course,Mus musculus,GPL339,GSE1471,12
GDS1857,Rheumatoid arthritis: synovial tissues,Homo sapiens,GPL1740,GSE2053,8
GDS1730,Autocrine platelet-derived growth factor inhibition effect on malignant gliomas,Homo sapiens,GPL8300,GSE1923,15
GDS1541,Exercise effect on diabetic skeletal muscle: time course,Mus musculus,GPL81,GSE1659,12
GDS1022,Lung pneumocyte response to Pseudomonas aeruginosa type III secretion system mutants,Homo sapiens,GPL8300,GSE1469,16
GDS2001,Utrophin/dystrophin-deficient double mutant and dystrophin-deficient mdx mutant skeletal muscles,Mus musculus,GPL81,GSE1463,18
GDS1485,Gpr1 receptor and Gpa2 G protein alpha subunit deletion mutants,Saccharomyces cerevisiae,GPL90,GSE970,6
GDS993,Naive CD8+ T cells proliferative response to lymphopenia: time course,Mus musculus,GPL81,GSE1921,19
GDS994,Segmental trisomy Ts1Cje model for Down syndrome,Mus musculus,GPL81,GSE1611,12
GDS1077,Hematopoietic stem cells from different recombinant inbred strains,Mus musculus,GPL81,GSE2031,44
GDS3603,Renal cancer response to rapamycin analog CCI-779 treatment: time course,Homo sapiens,GPL8300,GSE1982,79
GDS1032,Coxsackievirus B3 infection effect on hearts: time course,Mus musculus,GPL81,GSE1457,6
GDS996,DNase II and type I interferon receptor double null mutation effect on fetal liver,Mus musculus,GPL1524,GSE1859,3
GDS992,Endoplasmic reticulum membrane-associated genes in breast cancer cell line MCF-7,Homo sapiens,GPL96,GSE1400,6
GDS999,Bronchoalveolar lavage cells of lung transplant recipients with acute rejection,Homo sapiens,GPL96,GSE2018,34
GDS880,Visceral adiposity resulting from poor fetal nutrition,Rattus norvegicus,GPL341,GSE1813,4
GDS2060,Transcription factor Egr3 expression effect on primary myotubes (MG-430B),Mus musculus,GPL340,GSE1998,4
GDS1761,NCI60 cancer cell lines,Homo sapiens,GPL1290,GSE2003,64
GDS1663,Expression data from different research centers,Homo sapiens,GPL96,GSE2004,25
GDS1661,Transcription factor Egr3 expression effect on primary myotubes (MG-430A),Mus musculus,GPL339,GSE1998,4
GDS1660,Fetal alcohol exposure effect on hippocampus,Rattus norvegicus,GPL85,GSE1997,5
GDS1361,Testosterone effect on meibomian gland,Mus musculus,GPL1310,GSE1582,18
GDS1111,RNA binding protein HuD overexpression effect on hippocampus,Mus musculus,GPL81,GSE2005,6
GDS1019,Skeletal muscle response to voluntary running: time course,Mus musculus,GPL254,GSE2001,7
GDS1018,Brain hippocampal neurons response to brief preconditioning seizures,Rattus norvegicus,GPL341,GSE1994,47
GDS1017,Hypoxic-ischemic injury response to erythropoietin pretreatment,Mus musculus,GPL1261,GSE1999,15
GDS1009,Male and female salivary gland comparison,Mus musculus,GPL1310,GSE1503,26
GDS1003,Embryogenesis and early fetal development: time course,Bos taurus,GPL1221,GSE1414,11
GDS910,Alternative splicing in five tissues (dye-swap),Homo sapiens,GPL1704,GSE1989,9
GDS909,Alternative splicing in five tissues,Homo sapiens,GPL1704,GSE1989,10
GDS1020,Post-traumatic stress disorder development,Homo sapiens,GPL91,GSE860,33
GDS1001,"Na,K-ATPase alpha 1 isoform reduced expression effect on hearts",Mus musculus,GPL81,GSE1134,4
GDS1321,Barrett's metaplasia progression to adenocarcinoma,Homo sapiens,GPL96,GSE1420,24
GDS907,Macrophage inflammatory protein-1alpha disruption effect on olfactory epithelium,Mus musculus,GPL81,GSE1680,8
GDS1010,Bone marrow and muscle Side Population cell comparison,Mus musculus,GPL81,GSE1571,20
GDS913,DNA damage from ultraviolet and ionizing radiation effect on peripheral blood lymphocytes,Homo sapiens,GPL8300,GSE1977,45
GDS1854,Postnatal day 7 and adult cerebellum: glycoconjugate expression profile,Mus musculus...,GPL1420,GSE1712,6
GDS1673,Non-diseased lung tissue,Homo sapiens,GPL570,GSE1643,40
GDS1015,Serum response factor SRF induction in embryonic stem cells: time course,Mus musculus,GPL32,GSE1949,15
GDS1014,Serum response factor SRF overexpression in embryonic stem cells,Mus musculus,GPL32,GSE1948,23
GDS908,Xylose metabolism,Saccharomyces cerevisiae,GPL90,GSE835,6
GDS998,Treacher Collins' syndrome Tcof1 gene overexpression and knockdown effect on neuroblastoma cells,Mus musculus,GPL339,GSE1956,9
GDS1371,Peripheral myelin protein 22 gene dosage and point mutation effect on sciatic nerve,Mus musculus,GPL81,GSE1947,21
GDS991,Phosphomannose isomerase PMI40 deletion strain response to excess mannose,Saccharomyces cerevisiae,GPL90,GSE1938,15
GDS3051,Fibroblast cell line response to two and three dimensional collagen-glycosaminoglycan culture environments,Homo sapiens,GPL96,GSE1937,12
GDS1516,Probiotic Lactobacillus GG soluble factors effect on intestinal epithelial cells,Mus musculus,GPL339,GSE1940,4
GDS1013,IFH1 overexpression: time course,Saccharomyces cerevisiae,GPL90,GSE1934,24
GDS2047,Lipopolysaccharide effect on macrophages pretreated with carbon monoxide: time course,Mus musculus,GPL81,GSE1906,12
GDS1381,Carboplatin sensitive and resistant ovarian carcinoma,Homo sapiens,GPL8300,GSE1926,18
GDS1365,IFN-gamma primed macrophage response to IFN-gamma restimulation: time course,Homo sapiens,GPL8300,GSE1925,18
GDS912,Hair follicle development: time course,Mus musculus,GPL81,GSE1912,25
GDS911,Growth-arrested cell: serum deprivation and contact inhibition growth-arrest comparison,Homo sapiens,GPL571,GSE1692,9
GDS2126,Rheumatoid arthritis: synovial tissues,Homo sapiens,GPL91,GSE1919,15
GDS906,Bladder smooth muscle cell response to mechanical stretch,Homo sapiens,GPL96,GSE1595,8
GDS3049,Imatinib effect on K562 leukemia cell line (VIII),Homo sapiens,GPL96,GSE1922,6
GDS3048,Imatinib effect on K562 leukemia cell line (VII),Homo sapiens,GPL96,GSE1922,6
GDS3047,Imatinib effect on K562 leukemia cell line (VI),Homo sapiens,GPL96,GSE1922,6
GDS3046,Imatinib effect on K562 leukemia cell line (V),Homo sapiens,GPL96,GSE1922,6
GDS3045,Imatinib effect on K562 leukemia cell line (IV),Homo sapiens,GPL96,GSE1922,6
GDS3044,Imatinib effect on K562 leukemia cell line (III),Homo sapiens,GPL96,GSE1922,6
GDS3043,Imatinib effect on K562 leukemia cell line (II),Homo sapiens,GPL96,GSE1922,6
GDS3042,Imatinib effect on K562 leukemia cell line (I),Homo sapiens,GPL96,GSE1922,6
GDS1464,Essential hypertension SHR model,Rattus norvegicus,GPL85,GSE1675,6
GDS1012,Idiopathic and scleroderma-associated pulmonary fibrosis derived fibroblasts response to TGFbeta,Homo sapiens,GPL8300,GSE1724,18
GDS1011,Essential hypertension BPH model,Mus musculus,GPL81,GSE1674,6
GDS1002,Lung response to urban particulate matter: time course,Rattus norvegicus,GPL85,GSE1796,5
GDS877,Alveolar type I and type II cell comparison,Rattus norvegicus,GPL85,GSE1567,11
GDS855,Transforming growth factor beta effect on CD34+ hematopoietic stem cells,Homo sapiens,GPL96,GSE1802,11
GDS854,Transforming growth factor beta effect on acute myelogenous leukemia cells,Homo sapiens,GPL8300,GSE1805,8
GDS1213,Intermittent hypoxia effect on liver,Mus musculus,GPL339,GSE1873,10
GDS989,Kaposi's sarcoma-associated herpesvirus and Epstein-Barr virus infected cell lines,Homo sapiens,GPL91,GSE1880,6
GDS988,Kaposi's sarcoma-associated herpesvirus LANA overexpression in B lymphoid cells: time course,Homo sapiens,GPL8300,GSE1880,14
GDS857,Corneal stromal cell differentiation,Mus musculus,GPL81,GSE1867,14
GDS1847,Vitamin D effect on intestinal epithelial cells,Homo sapiens,GPL8300,GSE444,10
GDS1362,Ischemic and nonischemic cardiomyopathy comparison,Homo sapiens,GPL96,GSE1869,37
GDS1239,Inflammatory lung injury and effect of simvastatin,Mus musculus,GPL1261,GSE1871,12
GDS878,MPSS analysis of BLK CL.4 and liver cells,Mus musculus,GPL1010,GSE1067,6
GDS868,MPSS transcriptome analysis project,Mus musculus,GPL1010,GSE1581,87
GDS853,Erythroid and non-erythroid granulocyte-monocyte progenitor cells,Mus musculus,GPL339,GSE1584,3
GDS1227,Dietary supplement Boswellia serrata effects on liver,Mus musculus,GPL339,GSE1847,6
GDS856,Fibrillin-1 deficiency effect on heart mitral valves,Mus musculus,GPL339,GSE1852,4
GDS1314,Malignant melanoma cell lines,Homo sapiens,GPL96,GSE1845,5
GDS1334,Duchenne Muscular Dystrophy response to oxandrolone (HG-U133B),Homo sapiens,GPL97,GSE1764,6
GDS1333,Duchenne Muscular Dystrophy response to oxandrolone (HG-U133A),Homo sapiens,GPL96,GSE1764,6
GDS922,TOR2-controlled transcription,Saccharomyces cerevisiae,GPL90,GSE1814,12
GDS1641,Dopaminergic neurons from the substantia nigra pars compacta and ventral tegmental area,Rattus norvegicus,GPL85,GSE1837,15
GDS1640,Myocilin over-secretion effect on the retina,Mus musculus,GPL1261,GSE1835,4
GDS1626,Environmental enrichment effect on hippocampus subjected to early-life seizures,Rattus norvegicus,GPL341,GSE1833,12
GDS1023,Hematopoietic stem cell engraftment in goat,Homo sapiens...,GPL96,GSE1801,23
GDS982,"Uterine response to physiologic, plant-derived, and synthetic estrogen",Mus musculus,GPL81,GSE1839,12
GDS894,Skeletal muscle response to exercise and circadian rhythms,Homo sapiens,GPL8300,GSE1832,15
GDS851,Extraocular muscle: comparison of global and orbital layers,Rattus norvegicus,GPL341,GSE1374,8
GDS2479,Photoreceptor cell mRNA purified by mRNA tagging,Drosophila melanogaster,GPL72,GSE1790,14
GDS1713,Ewing family tumor and neuroblastoma comparison,Homo sapiens,GPL96,GSE1825,10
GDS1548,Neuroblastoma cell lines,Homo sapiens,GPL96,GSE1824,4
GDS918,Ewing family tumor cells: effect of transfection,Homo sapiens,GPL91,GSE1823,9
GDS858,Mucoid and motile Pseudomonas aeruginosa infected lung epithelial cell comparison,Homo sapiens,GPL96,GSE923,19
GDS916,Ewing family tumor histogenetic origin,Homo sapiens,GPL96,GSE1822,9
GDS1995,Age effect on healing femoral fractures: time course,Rattus norvegicus,GPL85,GSE1371,18
GDS981,Uterine response to physiologic and plant-derived estrogen: time course,Mus musculus,GPL81,GSE1819,21
GDS852,Alveolar epithelial cell line A549 response to acute lung injury causing stimuli: time course,Homo sapiens,GPL201,GSE1541,20
GDS1255,Hexamethylene diisocyanate effect on lungs: time course,Mus musculus,GPL81,GSE1811,4
GDS2440,Dendritic cell development in vitro,Mus musculus,GPL32,GSE575,4
GDS780,Aerobic running capacity: expression profiling of heart ventricles from various strains (RG-U34C),Rattus norvegicus,GPL87,GSE1795,12
GDS779,Aerobic running capacity: expression profiling of heart ventricles from various strains (RG-U34B),Rattus norvegicus,GPL86,GSE1795,12
GDS778,Aerobic running capacity: expression profiling of heart ventricles from various strains (RG-U34A),Rattus norvegicus,GPL85,GSE1795,12
GDS1627,Breast cancer cell lines response to chemotherapeutic drugs: time course,Homo sapiens,GPL550,GSE1647,83
GDS967,Glycine receptor beta subunit mutant model for hyperekplexia,Mus musculus,GPL81,GSE1800,16
GDS771,Hematopoietic stem cell proliferation after 5-fluorouracil treatment: time course,Mus musculus,GPL81,GSE1559,16
GDS759,Pre-mRNA splicing factor mutants at restrictive temperature: time course,Saccharomyces cerevisiae,GPL1458,GSE1784,24
GDS882,Neuromedin U effect on type-2 Th cells: time course,Mus musculus,GPL81,GSE1791,31
GDS775,Typical and atypical antipsychotic drugs effect on brain,Mus musculus,GPL891,GSE1501,4
GDS987,Kidney transplant response to calcineurin inhibitor-free immunosuppression using sirolimus,Homo sapiens,GPL96,GSE1743,41
GDS768,RNA-dependent serine/threonine protein kinase PKR overexpression (Mu11K-B),Mus musculus,GPL76,GSE682,2
GDS767,RNA-dependent serine/threonine protein kinase PKR overexpression (Mu11K-A),Mus musculus,GPL75,GSE682,2
GDS1547,Salt sensitive hypertension: kidney (RG-U34C),Rattus norvegicus,GPL87,GSE1775,6
GDS1546,Salt sensitive hypertension: kidney (RG-U34B),Rattus norvegicus,GPL86,GSE1775,6
GDS1545,Salt sensitive hypertension: kidney (RG-U34A),Rattus norvegicus,GPL85,GSE1775,6
GDS925,Myotube starvation model of atrophy,Mus musculus,GPL339,GSE1776,8
GDS766,Osteoclastogenesis regulation by c-Fos and Nfat,Mus musculus,GPL81,GSE676,5
GDS761,Essential thrombocythemia expression profiling,Homo sapiens,GPL96,GSE997,2
GDS765,Fatty liver disease induced by orotic acid: time course,Rattus norvegicus,GPL85,GSE665,18
GDS782,Lung apical membrane protein T1alpha null mutant effect on pulmonary development,Mus musculus,GPL81,GSE1363,16
GDS781,CD14 cells from granulocyte colony stimulating factor mobilized peripheral blood: expression profile,Homo sapiens,GPL80,GSE1746,10
GDS770,Long-lived daf-2 insulin/IGF-1 receptor mutant expression profiling,Caenorhabditis elegans,GPL200,GSE1762,20
GDS814,Preimplantation embryo development (MOE430B),Mus musculus,GPL340,GSE1749,20
GDS813,Preimplantation embryo development (MOE430A),Mus musculus,GPL339,GSE1749,20
GDS812,Preimplantation embryo development (MG-U74A),Mus musculus,GPL81,GSE1749,17
GDS776,Interferon-alpha effect on monocytes primed with interferon-gamma,Homo sapiens,GPL8300,GSE1740,12
GDS773,Retinoic acid teratogenic effect on cranial neural crest: time course,Mus musculus,GPL81,GSE1588,27
GDS968,Radiation therapy toxicity association with abnormal transcriptional response to DNA damage,Homo sapiens,GPL8300,GSE1725,171
GDS1048,Lymphoblastoid cell lines from CEPH/Utah families,Homo sapiens,GPL564,GSE1726,167
GDS772,Histone deacetylase RPD3 deletion and histone mutations effect on gene regulation,Saccharomyces cerevisiae,GPL90,GSE1639,18
GDS777,Nutrient limitation under aerobic and anaerobic conditions effect on gene expression,Saccharomyces cerevisiae,GPL90,GSE1723,24
GDS965,Methylprednisolone effect on kidney: time course (RG-U34A),Rattus norvegicus,GPL85,GSE1721,10
GDS964,Methylprednisolone effect on kidney: time course (RAE230A),Rattus norvegicus,GPL341,GSE1721,53
GDS963,Macular degeneration and dermal fibroblast response to sublethal oxidative stress,Homo sapiens,GPL8300,GSE1719,36
GDS1047,Vernalization independence vip5 and vip6 mutants,Arabidopsis thaliana,GPL198,GSE1516,6
GDS769,Glioma cell migration: comparison of fast and slow invading cells,Rattus norvegicus,GPL85,GSE1139,7
GDS756,Colon cancer progression,Homo sapiens,GPL96,GSE1323,6
GDS743,Brassinosteroid effects on wild type and yucca mutant seedlings,Arabidopsis thaliana,GPL198,GSE862,8
GDS726,Renin-angiotensin system inhibition effect on cerebral capillaries,Rattus norvegicus,GPL85,GSE1548,6
GDS705,RENT1 nonsense-mediated mRNA decay component knockdown,Homo sapiens,GPL8300,GSE1703,4
GDS732,Malpighian tubule expression profiling,Drosophila melanogaster,GPL72,GSE1690,10
GDS731,Leukotriene LTD4 effect on macrophage and endothelial cells,Homo sapiens,GPL96,GSE1644,4
GDS696,Cardiac myocyte hypertrophy induced by fibronectin,Rattus norvegicus,GPL341,GSE1055,4
GDS750,HAC1 transcription and unfolded protein response,Saccharomyces cerevisiae,GPL999,GSE1119,13
GDS742,Compensated and decompensated hypertrophies induced by monocrotaline,Rattus norvegicus,GPL1397,GSE1652,24
GDS748,Beta-catenin S37A mutant effect on gene expression,Homo sapiens,GPL96,GSE1473,8
GDS711,Juvenile rheumatoid arthritis expression profiles in mononuclear cells,Homo sapiens,GPL8300,GSE1402,57
GDS737,Lung tissue from smokers with severe emphysema,Homo sapiens,GPL96,GSE1650,30
GDS738,Intervertebral disc cells and osmotic loading,Homo sapiens,GPL96,GSE1648,11
GDS920,Cytosine methylase inactivation and histone deacetylase inhibition effect on expression (dye-swap),Arabidopsis thaliana,GPL1382,GSE1612,5
GDS919,Cytosine methylase inactivation and histone deacetylase inhibition effect on expression,Arabidopsis thaliana,GPL1382,GSE1612,5
GDS755,CD8 T cell development (Mu11K-B),Mus musculus,GPL76,GSE1578,2
GDS728,CD8 T cell development (Mu11K-A),Mus musculus,GPL75,GSE1578,2
GDS752,Blastocyst dormancy and activation comparison,Mus musculus,GPL870,GSE1634,6
GDS739,Orofacial development in embryo,Mus musculus,GPL81,GSE1624,9
GDS751,Natural killer cell expression profiling,Homo sapiens,GPL1313,GSE1511,6
GDS740,Chromosomally stable and unstable isogenic clone comparison,Cricetulus griseus...,GPL1387,GSE1626,4
GDS735,High fat diet effect on aorta: time course,Mus musculus,GPL891,GSE1560,54
GDS734,Thiazolidinedione treatment of 3T3-L1 adipocytes,Mus musculus,GPL81,GSE1458,11
GDS666,Ovary developmental time course: embryonic (MG-U74C),Mus musculus,GPL83,GSE1359,10
GDS665,Ovary developmental time course: embryonic (MG-U74B),Mus musculus,GPL82,GSE1359,10
GDS663,Ovary developmental time course: embryonic (MG-U74A),Mus musculus,GPL81,GSE1359,10
GDS662,Testis developmental time course: embryonic (MG-U74C),Mus musculus,GPL83,GSE1358,10
GDS661,Testis developmental time course: embryonic (MG-U74B),Mus musculus,GPL82,GSE1358,10
GDS660,Testis developmental time course: embryonic (MG-U74A),Mus musculus,GPL81,GSE1358,10
GDS794,Cardiac hypertrophy progression: time course,Mus musculus,GPL81,GSE1621,26
GDS787,Presenilin 1 and 2 conditional double knockout effect on brain cerebral cortex,Mus musculus,GPL81,GSE1375,2
GDS744,Auxin effects on seedlings,Arabidopsis thaliana,GPL198,GSE863,4
GDS811,Amyloid precursor protein mutant overexpression in strain resistant to neuronal cell loss,Mus musculus,GPL81,GSE1556,4
GDS809,Alpha-secretase cleaved amyloid precursor protein effect on hippocampus,Mus musculus,GPL81,GSE1555,6
